7.260530038589848800e+00,4.938596489086505059e+00,4.247171558733725760e+00,4.719676912764622756e+00,4.034724051853140203e+00,5.450328213782173137e+00,5.463232713886904790e+00,5.357084744544086341e+00,4.331221296888053018e+00,4.852735976465321954e+00,5.110145711576315364e+00,4.603370273925795786e+00,4.577871925146927978e+00,5.749715067721498762e+00,4.877846560553362742e+00,5.361518928835399933e+00,4.907740801989656454e+00,5.200816714305424249e+00,5.183597507264088300e+00,5.410290829687981251e+00
4.938596489086505059e+00,6.819010533373516481e+00,4.460903005209276628e+00,4.830301567363448179e+00,4.643688427076341441e+00,5.757745011003915003e+00,6.030558021016876324e+00,5.021432922847398395e+00,4.233802029905959330e+00,4.576697857858049723e+00,4.448183183567867793e+00,4.671932779557740112e+00,4.444485020829272770e+00,5.698421766559988555e+00,5.137779311526936787e+00,5.590230851991373484e+00,4.811786499863755395e+00,4.755889363142879134e+00,5.721322134142186933e+00,5.278237589752986736e+00
4.247171558733725760e+00,4.460903005209276628e+00,6.429757376363843591e+00,4.875016559678221562e+00,4.502336875065275912e+00,4.585843814907681448e+00,5.529903333722830716e+00,4.255910958477286954e+00,4.190565657491445606e+00,4.368153883561618045e+00,4.436894862097235936e+00,4.733605105253154477e+00,4.650261911146824190e+00,5.698941229586042212e+00,4.948747272034916378e+00,4.565472940887826070e+00,4.906613381098109627e+00,4.138955071897809646e+00,5.424012453538772149e+00,5.418365105079839594e+00
4.719676912764622756e+00,4.830301567363448179e+00,4.875016559678221562e+00,6.285423200337506344e+00,3.984916210829612560e+00,5.352524669086736964e+00,5.830112641451526301e+00,5.120373432208980446e+00,4.475292569359481831e+00,4.984638057152528390e+00,4.647038767872099463e+00,4.618798162079940539e+00,4.621853011394307487e+00,5.272607516366607960e+00,4.951829882932155869e+00,5.046794915452466945e+00,4.829475236531308724e+00,4.870594488138928924e+00,5.470125771445255580e+00,5.345871854492445507e+00
4.034724051853140203e+00,4.643688427076341441e+00,4.502336875065275912e+00,3.984916210829612560e+00,5.330673994957754402e+00,4.472635025584532187e+00,4.743792413544815290e+00,4.235943760776184952e+00,3.427085071455842957e+00,3.699451616215505112e+00,3.573645818926580731e+00,3.934654047382921682e+00,3.924621709348613319e+00,4.579252442612847140e+00,4.830689487313584607e+00,4.591031200433515203e+00,4.005684294996238570e+00,4.256258630136115606e+00,4.939207370793997853e+00,4.681698077439611083e+00
5.450328213782173137e+00,5.757745011003915003e+00,4.585843814907681448e+00,5.352524669086736964e+00,4.472635025584532187e+00,7.856958658502994908e+00,6.433399108196134364e+00,5.139805078303201213e+00,5.445703225120830382e+00,5.180969315058449709e+00,4.543828642129333240e+00,4.798594077002588776e+00,5.141498645522696087e+00,6.263421085476844397e+00,5.359242090437073003e+00,5.796149811023047604e+00,5.360431372705326325e+00,5.337599819182922367e+00,6.303128080784350828e+00,5.847687932326271820e+00
5.463232713886904790e+00,6.030558021016876324e+00,5.529903333722830716e+00,5.830112641451526301e+00,4.743792413544815290e+00,6.433399108196134364e+00,7.966534659839078714e+00,5.656372477482634054e+00,5.493802186711727487e+00,5.601773663092119548e+00,5.482682665130504063e+00,5.504565143134636962e+00,5.185856506731403748e+00,6.625943045067386628e+00,5.508876424653660564e+00,5.925104462672637240e+00,5.449664073416733423e+00,5.324223740843359032e+00,6.772653087108613690e+00,5.837508976701035301e+00
5.357084744544086341e+00,5.021432922847398395e+00,4.255910958477286954e+00,5.120373432208980446e+00,4.235943760776184952e+00,5.139805078303201213e+00,5.656372477482634054e+00,6.301912624444383937e+00,4.437748198101887809e+00,4.720577711575682400e+00,4.348619562220058299e+00,4.471432963550673101e+00,3.992995022592630061e+00,5.281788231707707837e+00,4.910721788688494627e+00,5.073013997702211952e+00,4.551583691407008914e+00,5.427250008716134388e+00,5.256976034567497180e+00,5.166838399095290413e+00
4.331221296888053018e+00,4.233802029905959330e+00,4.190565657491445606e+00,4.475292569359481831e+00,3.427085071455842957e+00,5.445703225120830382e+00,5.493802186711727487e+00,4.437748198101887809e+00,5.773239383792974522e+00,4.234452653084373352e+00,3.974587906313236552e+00,4.138696057522825988e+00,4.038925157801225296e+00,4.808602653110884972e+00,4.382877984892957102e+00,4.243012787957823662e+00,4.353365706783199229e+00,4.425619213210975289e+00,4.582843487289684603e+00,4.497899520479403002e+00
4.852735976465321954e+00,4.576697857858049723e+00,4.368153883561618045e+00,4.984638057152528390e+00,3.699451616215505112e+00,5.180969315058449709e+00,5.601773663092119548e+00,4.720577711575682400e+00,4.234452653084373352e+00,6.299529201407629841e+00,4.280707930875646383e+00,4.262522394309490537e+00,4.412919799117190678e+00,5.281216977177090044e+00,4.545582297285501561e+00,4.699871457166387323e+00,4.553335588062206618e+00,4.147241864049811433e+00,5.688274426306296760e+00,4.750197003635287629e+00
5.110145711576315364e+00,4.448183183567867793e+00,4.436894862097235936e+00,4.647038767872099463e+00,3.573645818926580731e+00,4.543828642129333240e+00,5.482682665130504063e+00,4.348619562220058299e+00,3.974587906313236552e+00,4.280707930875646383e+00,5.690670691691211758e+00,4.752399236788518166e+00,4.220561660087323474e+00,4.841821053578202694e+00,4.630013366054276602e+00,4.433302189426992612e+00,4.374258115837535321e+00,4.380698093821331796e+00,5.253742296926213307e+00,4.940198416836878437e+00
4.603370273925795786e+00,4.671932779557740112e+00,4.733605105253154477e+00,4.618798162079940539e+00,3.934654047382921682e+00,4.798594077002588776e+00,5.504565143134636962e+00,4.471432963550673101e+00,4.138696057522825988e+00,4.262522394309490537e+00,4.752399236788518166e+00,6.244530538447659040e+00,4.254997619118591423e+00,5.147532926503897599e+00,5.114243980647403376e+00,4.795959931991067293e+00,4.900192082530651305e+00,4.707361564505108120e+00,5.365093360188028626e+00,4.978502938782817466e+00
4.577871925146927978e+00,4.444485020829272770e+00,4.650261911146824190e+00,4.621853011394307487e+00,3.924621709348613319e+00,5.141498645522696087e+00,5.185856506731403748e+00,3.992995022592630061e+00,4.038925157801225296e+00,4.412919799117190678e+00,4.220561660087323474e+00,4.254997619118591423e+00,5.736893074051285346e+00,5.040586205709112200e+00,4.967412392839198887e+00,4.940530853363459762e+00,4.765322799019530819e+00,4.348070273973348776e+00,5.366710781257634899e+00,4.884225311012128756e+00
5.749715067721498762e+00,5.698421766559988555e+00,5.698941229586042212e+00,5.272607516366607960e+00,4.579252442612847140e+00,6.263421085476844397e+00,6.625943045067386628e+00,5.281788231707707837e+00,4.808602653110884972e+00,5.281216977177090044e+00,4.841821053578202694e+00,5.147532926503897599e+00,5.040586205709112200e+00,7.883195353090995283e+00,5.454846536770601162e+00,5.543396378639258160e+00,5.791994201397393738e+00,4.471173472655637582e+00,5.997739437301659038e+00,5.932375162738617647e+00
4.877846560553362742e+00,5.137779311526936787e+00,4.948747272034916378e+00,4.951829882932155869e+00,4.830689487313584607e+00,5.359242090437073003e+00,5.508876424653660564e+00,4.910721788688494627e+00,4.382877984892957102e+00,4.545582297285501561e+00,4.630013366054276602e+00,5.114243980647403376e+00,4.967412392839198887e+00,5.454846536770601162e+00,6.702041543017813297e+00,5.077722458059703570e+00,5.029032561131010937e+00,5.054761795214085751e+00,5.467445180138662764e+00,5.702851061217057094e+00
5.361518928835399933e+00,5.590230851991373484e+00,4.565472940887826070e+00,5.046794915452466945e+00,4.591031200433515203e+00,5.796149811023047604e+00,5.925104462672637240e+00,5.073013997702211952e+00,4.243012787957823662e+00,4.699871457166387323e+00,4.433302189426992612e+00,4.795959931991067293e+00,4.940530853363459762e+00,5.543396378639258160e+00,5.077722458059703570e+00,6.402600841583595326e+00,4.960422529528830893e+00,5.307626413601543192e+00,5.845099225222911699e+00,5.417656855272968031e+00
4.907740801989656454e+00,4.811786499863755395e+00,4.906613381098109627e+00,4.829475236531308724e+00,4.005684294996238570e+00,5.360431372705326325e+00,5.449664073416733423e+00,4.551583691407008914e+00,4.353365706783199229e+00,4.553335588062206618e+00,4.374258115837535321e+00,4.900192082530651305e+00,4.765322799019530819e+00,5.791994201397393738e+00,5.029032561131010937e+00,4.960422529528830893e+00,6.288006795231838808e+00,4.332160395446573276e+00,5.334903088010733541e+00,5.669099207423357711e+00
5.200816714305424249e+00,4.755889363142879134e+00,4.138955071897809646e+00,4.870594488138928924e+00,4.256258630136115606e+00,5.337599819182922367e+00,5.324223740843359032e+00,5.427250008716134388e+00,4.425619213210975289e+00,4.147241864049811433e+00,4.380698093821331796e+00,4.707361564505108120e+00,4.348070273973348776e+00,4.471173472655637582e+00,5.054761795214085751e+00,5.307626413601543192e+00,4.332160395446573276e+00,6.678132115925770051e+00,5.282995388283042715e+00,5.144588258021549620e+00
5.183597507264088300e+00,5.721322134142186933e+00,5.424012453538772149e+00,5.470125771445255580e+00,4.939207370793997853e+00,6.303128080784350828e+00,6.772653087108613690e+00,5.256976034567497180e+00,4.582843487289684603e+00,5.688274426306296760e+00,5.253742296926213307e+00,5.365093360188028626e+00,5.366710781257634899e+00,5.997739437301659038e+00,5.467445180138662764e+00,5.845099225222911699e+00,5.334903088010733541e+00,5.282995388283042715e+00,7.918361828628396992e+00,5.926473856616970792e+00
5.410290829687981251e+00,5.278237589752986736e+00,5.418365105079839594e+00,5.345871854492445507e+00,4.681698077439611083e+00,5.847687932326271820e+00,5.837508976701035301e+00,5.166838399095290413e+00,4.497899520479403002e+00,4.750197003635287629e+00,4.940198416836878437e+00,4.978502938782817466e+00,4.884225311012128756e+00,5.932375162738617647e+00,5.702851061217057094e+00,5.417656855272968031e+00,5.669099207423357711e+00,5.144588258021549620e+00,5.926473856616970792e+00,7.449669337076674225e+00
