7.951491473839425339e+00,5.615709729551204177e+00,6.366904752025659420e+00,5.214095483540369891e+00,5.951145968060718161e+00,6.332866166493861471e+00,4.709125251550851488e+00,5.440504334042752355e+00,5.128967465144596005e+00,5.328515966418432726e+00,3.865752505599825195e+00,5.320902273072038113e+00,7.143948414810664893e+00,5.973411357943577471e+00,6.180751190771107240e+00,6.106944446052699149e+00,6.027622676545255409e+00,5.857643595165862749e+00,5.526515887323340870e+00,5.934281446941108484e+00
5.615709729551204177e+00,6.896864352802832165e+00,5.484467853157331874e+00,4.305463682433721573e+00,5.464983225613685214e+00,5.755849856961565258e+00,4.311082587539858402e+00,4.003828928189143710e+00,4.261294958107981756e+00,5.122136724104007222e+00,3.269595320441753827e+00,4.689391291757173619e+00,5.970078506554881592e+00,5.118373949732597517e+00,5.472417058628286313e+00,5.221259276558605222e+00,5.756163793841745147e+00,5.203892732717328329e+00,5.318470986899088260e+00,5.281989095037794790e+00
6.366904752025659420e+00,5.484467853157331874e+00,7.559950770920458751e+00,5.035660756604221078e+00,5.949422697377032776e+00,6.839468180437840772e+00,4.717029070457209983e+00,4.913915826879431847e+00,5.011032383986945504e+00,5.196680391795021059e+00,3.215681450637596583e+00,4.786409532617093454e+00,6.512557089663053134e+00,5.177126951454793513e+00,6.223232031351299653e+00,6.097307392180150387e+00,6.404802748644740973e+00,5.177192156814539814e+00,4.669678659924676012e+00,5.142083243421708971e+00
5.214095483540369891e+00,4.305463682433721573e+00,5.035660756604221078e+00,5.893103429738891563e+00,5.296466761731290163e+00,4.616309485618048214e+00,3.728335453342881856e+00,4.396085969610187050e+00,3.440842293041672217e+00,4.258738709372877018e+00,2.620959488557337735e+00,4.193416801083444057e+00,5.917654328828552579e+00,4.691843858207302098e+00,4.782833717045247290e+00,5.080539056865220893e+00,4.728283752575469734e+00,4.652297064611691013e+00,3.726922648812736938e+00,5.742202044816263395e+00
5.951145968060718161e+00,5.464983225613685214e+00,5.949422697377032776e+00,5.296466761731290163e+00,7.050961121096033679e+00,5.535324417826681831e+00,5.029028551617955145e+00,4.374209123511974440e+00,4.760975932075339756e+00,5.197934330305990613e+00,3.991578811716875563e+00,5.051729364259527344e+00,6.298752531077174588e+00,5.795031688457688901e+00,5.997116750335936608e+00,6.186497469171682084e+00,5.980144988564086717e+00,5.273943438627062719e+00,5.258422349178710320e+00,5.714571976655535401e+00
6.332866166493861471e+00,5.755849856961565258e+00,6.839468180437840772e+00,4.616309485618048214e+00,5.535324417826681831e+00,6.983772294728176178e+00,4.543893850515473787e+00,4.973094499181300421e+00,4.877980639721172018e+00,5.442277721655868206e+00,2.948976111578835990e+00,4.941890510846985052e+00,6.494893946004417273e+00,5.010852753779882818e+00,5.940060453232813842e+00,6.099499005901883208e+00,6.139116555017091414e+00,5.175640514063140074e+00,4.790519303249231697e+00,5.240275644862883553e+00
4.709125251550851488e+00,4.311082587539858402e+00,4.717029070457209983e+00,3.728335453342881856e+00,5.029028551617955145e+00,4.543893850515473787e+00,5.099057576789133961e+00,3.894572684777113381e+00,3.956493194369059552e+00,4.318595169921336741e+00,2.913990932191505401e+00,4.311344670031157733e+00,4.701150653040938820e+00,4.101310586847352724e+00,4.712687358702190465e+00,5.233618212434569372e+00,4.370043596933683716e+00,3.724327509760866128e+00,4.524123954032467587e+00,3.841846885606837514e+00
5.440504334042752355e+00,4.003828928189143710e+00,4.913915826879431847e+00,4.396085969610187050e+00,4.374209123511974440e+00,4.973094499181300421e+00,3.894572684777113381e+00,5.967686939986749373e+00,3.598575734276407090e+00,4.885033440217778633e+00,2.415192137560696395e+00,4.844065091046056537e+00,6.122354238049691588e+00,5.084037704143243630e+00,4.943305810430059566e+00,6.185322968065719351e+00,4.561399101829424652e+00,4.970667953670908190e+00,4.726161499886407213e+00,4.443453548777552164e+00
5.128967465144596005e+00,4.261294958107981756e+00,5.011032383986945504e+00,3.440842293041672217e+00,4.760975932075339756e+00,4.877980639721172018e+00,3.956493194369059552e+00,3.598575734276407090e+00,5.045723210994395913e+00,4.682588103419766057e+00,3.130949029584996879e+00,4.157973036389522647e+00,5.181879004449507775e+00,4.657778880761269669e+00,4.974829829671667980e+00,5.191144748744379811e+00,5.269862690593003052e+00,4.216606514207692058e+00,4.230956012398701560e+00,4.092268225703494799e+00
5.328515966418432726e+00,5.122136724104007222e+00,5.196680391795021059e+00,4.258738709372877018e+00,5.197934330305990613e+00,5.442277721655868206e+00,4.318595169921336741e+00,4.885033440217778633e+00,4.682588103419766057e+00,7.041993924962261175e+00,3.230834745107979966e+00,4.789733548150822529e+00,6.911019563462874160e+00,5.122874789962200026e+00,5.032124643389465746e+00,5.894239781414384538e+00,4.890403161137247601e+00,5.368398498599527002e+00,4.509392636373624974e+00,5.326073276175101512e+00
