1.000000000000000000e+00,-5.111548036050221899e-01,-1.603156316530479186e+00,-2.589395641308759544e+00,8.209166307737504331e-01,-5.963191874789410818e-01,-2.916009065065458650e+00,-8.646243005785965163e-01,-1.035944554430648479e+00,3.096363935244111909e-01,-9.948867628026405452e-01,2.001665571760015361e+00,1.437653645125696711e+00,-1.973575651559547728e+00,-2.656026426758531400e+00,-9.792773308097084684e-01,-4.192435120633968282e-01,-5.347804727721403584e-01,1.310438353379299148e+00,-2.227851721337698265e+00,-3.088100523572314682e-01
0.000000000000000000e+00,-2.698342021262898349e+00,-1.964738795993226317e+00,-1.466491690089200661e+00,-2.030250246367311107e+00,-2.673422542065596375e+00,-2.050069239120846376e+00,-7.431371612692483364e-01,-3.003144520964363018e+00,-6.884325815647467373e-01,-1.184154792393411260e+00,-1.398063443135712847e+00,-1.043535374647652114e+00,-2.910729661422114312e+00,-2.135754848598728550e+00,-3.208143089121978875e+00,-1.740966620932493880e+00,-1.837362962173460401e+00,-2.514324867420551612e+00,-4.878404615947595779e-02,-1.692785272291910781e+00
0.000000000000000000e+00,-2.597025346393859735e-01,-7.899019575648287272e-01,-2.031495622573200599e+00,1.057128595273809646e+00,-5.039611720930436967e-02,4.068294547489286206e-01,1.292231379819695380e+00,2.083365609049168121e+00,-3.016696979333310935e-02,2.618764443847262369e-01,-1.836537608729651438e-01,-8.682842553623320025e-01,1.209667493070843092e+00,-6.310704075759041576e-01,1.844298900212897774e+00,6.062497583964310266e-02,2.720670082139885482e-01,9.979860768795478787e-01,1.433691852013549983e+00,-8.609024482260538846e-01
0.000000000000000000e+00,2.218075684373852496e+00,8.170923203707924909e-02,-1.423626798645548641e+00,-6.797730412097413577e-02,-6.803292774854858838e-01,1.765917297332521452e+00,-1.917609771208743874e+00,9.617714278865202582e-01,1.589711536918778645e-01,-3.064883826514051002e-01,-1.581139447408820287e-01,1.427271310789424152e-01,-9.105057311322917180e-02,-2.911111331485698450e-01,4.493290602660049426e-02,1.350745192121173055e+00,1.309397046832750711e+00,1.288798880476820674e+00,-5.533515441705265658e-01,1.092823972000501076e+00
1.000000000000000000e+00,1.280146126915732596e+00,8.550695677447834875e-01,1.153809137100433313e+00,1.162041834001792839e+00,-1.950500935796961599e-02,-2.754803405431921703e+00,-1.350048687413079485e+00,1.782301110350335005e-01,5.875495329598228178e-01,-1.581168829939692877e+00,-4.756758956751394596e-01,-4.131086818021225682e-01,-1.716156290688581443e+00,-9.040911622204701459e-01,-1.584030579199218636e+00,4.480258277566959713e-01,2.365374608851114058e-01,-2.816915032980662037e+00,-6.335693844387142448e-01,-4.808025134353772767e-01
1.000000000000000000e+00,3.180411591569872964e+00,2.323710355044901199e+00,-1.645092523270097473e-02,2.359528706580651836e+00,7.559914335947658381e-01,3.229997085487199104e+00,1.913414916114688946e+00,2.353466209442354184e+00,2.987889243945599738e+00,2.392367622946908412e+00,3.194600657401684529e+00,2.094813287003167712e-01,1.387789907509322074e+00,1.577058454086336603e+00,1.833050648589395148e+00,2.590759598675936193e+00,5.227274066267422192e-01,3.070810691871181941e+00,2.154746817855071939e+00,1.361308243329002243e+00
0.000000000000000000e+00,3.456182476076454790e+00,1.177736483653257338e+00,2.924274783056462823e+00,-1.691867362823797905e-01,1.512414522667598460e+00,1.954652314679970360e+00,5.634952258989557317e-01,-9.151663744901619157e-01,1.676724863282408329e+00,3.505823273674747442e-01,3.146141490113651962e-01,9.169484670035976670e-03,2.699078697136345184e+00,1.701258830196283434e+00,-1.678388749798108037e+00,1.653997228202715775e+00,9.135996502029205546e-01,-1.245698788153051240e-01,1.548976072173838814e+00,7.080461748548489975e-01
0.000000000000000000e+00,2.927531877233826130e+00,9.696813472350761520e-01,2.729449328723631218e+00,2.245943249672307296e+00,2.298299348574469825e+00,-5.127446136062849824e-01,2.131689468931837972e+00,3.993320791154681082e+00,5.159734826506343630e-01,1.953422126237558398e+00,1.727438405440854474e+00,-3.997636757587297307e-01,-9.736375565953676592e-01,2.386038662591261073e+00,1.132758192603982250e+00,1.155359870439275349e+00,-3.997380675372419478e-01,1.057088012636710150e+00,3.463953707547392513e-01,1.827070492978826177e+00
0.000000000000000000e+00,-1.679126551968596059e+00,1.406749058762201798e+00,-1.651890873553024219e+00,-5.163513949403766290e-01,-2.810958839932340858e+00,-6.464433820381008111e-01,5.833627610999160273e-01,-9.444865571763905177e-02,-8.911629217931515967e-01,9.699301505355768516e-01,-1.206209890595850709e-01,-2.878796286975429553e+00,-1.398192124769457090e+00,-6.214422755395245801e-01,-3.163579004676692286e+00,-3.763689825460343474e-01,-1.407934644742614205e+00,-4.445226680721412471e+00,-3.513534972895886455e-01,-6.725981834578451668e-01
0.000000000000000000e+00,1.701889266043523197e+00,1.046261591037856764e+00,-4.838681843202183863e-01,5.292585714691605547e-01,-6.665988911968134811e-01,3.459767603458881347e+00,1.430168994444074526e+00,2.256929151588138893e+00,3.025024863507614903e+00,2.079918649997482216e+00,-3.371051463560115202e-01,-2.642468708572660585e-01,1.759410731473777689e+00,1.229966989899150320e+00,1.077625842507186071e-01,2.160333984862115031e+00,3.518075024707396636e-01,2.375639200013674568e+00,1.075174091466891690e+00,-1.163179307336024371e+00
